p_id,p_name,p_categories,p_id_shop,p_shop_name,p_brand,p_day_created,p_sold_quantity,p_original_price,p_current_price,p_discount_rate
174897090,"Combo 4 Miếng dán tường treo kệ bếp, kệ nhà tắm",Kệ nhà bếp,17480.0,Ghế Nam Việt,NAVIVU,264.0,203,24000,24000,0
76510119,Bong bóng hình chữ số tráng nhôm kích cỡ 32 inch trang trí tiệc sinh nhật,Trang trí nhà cửa khác,76045.0,New Sky Shop 18,OEM,686.0,449,15000,7000,53
73318198,BỘ CỐC SỨ KÈM ĐẾ ĐIỆN HÂM NÓNG CAO CẤP,Ly,258659.0,Pin Bom Shop,OEM,770.0,5,68000,68000,0
53202251,"Túi Hút Chân Không 1 Mặt Nhám Dạng Cuộn B2D Roll (Cuộn Dài 5M). Làm Từ Hạt Nhựa Nguyên Sinh Cao Cấp Tiêu Chuẩn Vệ Sinh ATTP, Không Chứa Chất Gây Ung Thư, Dùng Được Trong Lò Vi Sóng. Hàng Chính Hãng Chất Lượng Cao Cấp.",Nhà Cửa - Đời Sống,162883.0,Máy thực phẩm SGE,Spring Green Evolution ,982.0,874,79300,51850,35
199243252,Đèn năng lượng mặt trời đèn pha100W 200W 300W 500W LED vỏ nhôm chống nước thời gian sáng kéo dài,Đèn ngoài trời,303510.0,TTB Solar,OEM,93.0,66,470000,470000,0
196768917,Cây lau nhà tự vắt 2 ngăn tách nước sạch nước bẩn riêng biệt Joybos JBS-ZXTB-M16-OGY2P - Hàng nhập khẩu,Chổi,129537.0,Mi Hoàng Gia,Joybos,119.0,51,499000,389000,22
152700947,Bộ cây lau nhà tự vắt thông minh  xoay 360 độ sợi microfiber,Chổi,190794.0,MyJae Flagship Store,MyJae,376.0,302,690000,329000,52
71925401,"Đèn Bàn Học Đọc Sách, Đèn Bàn Làm Việc Sang Trọng, Đèn Ngủ Cao Cấp (Học Sinh, Sinh Viên, Văn Phòng) LED Chống Cận 03 Mức Độ Sáng, Cảm Ứng Tích Điện Pin 2500mAh - Hàng Chính Hãng - VinBuy",Nhà Cửa - Đời Sống,109746.0,VinBuy,VinBuy,798.0,764,260000,140600,46
72016703,"Bếp Nướng Than Hoa Phiên Bản Cải Tiến Loại Dài 2020 Chống Cháy Thực Phẩm, An Toàn Sức Khỏe, Không Cần Quạt, Bếp Nướng Không Khói, Bếp Nướng Ngoài Trời, Bếp Nướng Than Hoa Vuông - Tặng Kèm 3 Móc  Kim Loại Chữ S Treo Đồ Tiện Lợi",Bếp nướng,61513.0,chat24h,KUNBE,793.0,565,400000,229000,43
73493365,"Đầu vòi nước tăng áp, xoay 360 độ, hai chế độ nước N023 (kèm bộ ren chuyển đổi 6 món)",Chậu,77480.0,Waternymph Official Store,Waternymph,764.0,1229,129000,84000,35
776480,Bình Giữ Nhiệt Cartoon Vacuum Bottle Lock&Lock LHC1435 (550ml),Nhà Cửa - Đời Sống,1.0,Tiki Trading,LocknLock,1975.0,4598,842000,375000,55
48722108,"1kg - Túi đựng rác gia đình , khách sạn , Bao đựng rác văn phòng 3 màu size đại 64x78",Nhà Cửa - Đời Sống,92052.0,Phú Thành Phát,Titapha,1048.0,1302,68000,39000,43
171319644,Hộp Đựng Đồ Đa Năng Bằng Vải Thùng Đựng Chăn Màn Quần Áo Khung Thép Siêu Bền Gấp Gọn Mẫu Hoa Tuyết Sang Trọng,Tủ,173842.0,HomeMi Shop,CHIKIGON,287.0,264,185000,185000,0
117318253,"Nệm xếp đa năng Goodnight 70x180cm, Nệm gấp văn phòng, Nệm xếp 3 thiết kế gọn nhẹ, kèm túi đựng (Giao màu ngẫu nhiên)",Nệm,9596.0,Vua Nệm Official Store,GOODNIGHT,512.0,859,570000,319000,44
115966800,Bộ ga giường Everon Lite ELM 204 Microfiber Xám Đậm (4 món),Bộ ga,2207.0,Everon Official Store,Everon Lite,523.0,445,800000,478000,40
185138439,Tủ Giày Gỗ Thông Minh 3 Ngăn Kết Hợp Ghế Ngồi Nệm Da Sang Trọng VANDO,Kệ & Tủ,157549.0,Vando Official Store,VANDO,211.0,229,899000,599000,33
186862075,"Nắp Ngăn Mùi Thoát Sàn ECODEALS - Chặn Mùi Hôi Cống, Chống côn trùng, Chống trào ngược - MẪU MỚI CẢI TIẾN, ĐỦ KÍCH CỠ",Thiết bị phòng tắm khác,37964.0,ECODEALS,Eco deals,196.0,168,42000,40500,4
127215514," Hộp Đũa Dán Tường Jodily Có Nắp Sang Trọng, Sạch Sẽ",Phụ kiện nhà bếp khác,151652.0,Jodily StarHome HP,Jodily StarHome,457.0,351,205000,190000,7
198995620,Kệ để giày dép chữ x - Kệ để giày dép tháo lắp 5 - 6 tầng có thể tháo lắp gấp gọn,Kệ & Tủ,160608.0,AT HOME,OEM,96.0,228,39000,39000,0
72797082, Chảo Sâu Lòng DECOR Lock&Lock LDE1225IH 22cm (màu vàng) - Hàng chính hãng ,Nhà Cửa - Đời Sống,1.0,Tiki Trading,LocknLock,779.0,802,662000,328000,50
205856283,"Bộ ga giường K-Bedding KMP chất liệu Microfiber bền chắc, kháng khuẩn (KHÔNG BAO GỒM CHĂN)",Bộ ga,2207.0,Everon Official Store,K-Bedding,48.0,37,650000,422000,35
199728521,Bộ lau nhà đa năng Space Saving Sunhouse KS-CL3211P,Dụng cụ lau nhà khác,1.0,Tiki Trading,Sunhouse,90.0,223,450000,275000,39
59341791,Set 100 túi lọc trà vải không dệt- sản phẩm có nhiều kích thước,Nhà Cửa - Đời Sống,67417.0,Shop AZ,OEM,869.0,81,31000,31000,0
108280989,"1 Vỏ gối ôm cao cấp A kích thước 35x100cm (giao mẫu ngẫu nhiên), lớp vải dày cùng với đường may chắc chắn giúp bảo vệ lõi gối bên trong an toàn",Vỏ gối,2443.0,Shop Ánh Sao,A,559.0,304,75000,65000,13
74859074,"Chuông Cửa Không Dây Thông Minh CTFAST CT - 01 (1 Nút Bấm, 1 Chuông ), Chống Nước, Khoảng Cách Sử Dụng Hiệu Quả 300 mét - Hàng Chính Hãng",Nhà Cửa - Đời Sống,142623.0,LEDANTA,CTFAST,734.0,186,199000,176300,11
174184368,Topper làm mềm nệm LIDACO chuyên dùng khách sạn vải cotton chuẩn dày 7cm,Phụ kiện nệm,43482.0,Lidaco Official Store,LIDACO,271.0,29,379000,336000,11
147975049,Thảm Chùi Chân Lau Chân trải sàn TCS SHOUSE phòng khách phòng tắm cao cấp giá rẻ 3d chống trượt hình thú đế cao su hút nước,Thảm chùi chân,141070.0,Shouse,Shouse,389.0,1142,39000,39000,0
48717416,"1kg - Túi đựng rác gia đình , Bao đựng rác văn phòng size trung 55x65 màu đen",Túi đựng rác,92052.0,Phú Thành Phát,Titapha,1047.0,1607,68000,39000,43
188375839,Khăn tắm Khăn lau mặt Cotton 100% Mềm Êm Dày dặn Màu trơn Nhấn viền họa tiết 74x33cm,Khăn,173842.0,HomeMi Shop,CHIKIGON,191.0,260,53000,53000,0
72660053,Miếng Dán Tường Dự Phòng Cho Kệ Nhà Tắm OENON ,Kệ nhà tắm,72734.0,OENON,OENON,785.0,909,50000,25000,50
191604178,"Đèn đốt nến thơm, an toàn, sang trọng, phù hợp mọi không gian",Đèn khác,159301.0,Thế giới mùi hương tự nhiên,Aurae,168.0,41,373000,373000,0
97790251,Hạt giống Ớt Chỉ Thiên F1 - Nảy mầm cao Titapha,Hạt giống,20680.0,SG Titapha Co LTD,Titapha,593.0,87,13000,13000,0
185674459,Set 3 nĩa ăn mini Echo,Đũa,133097.0,Phú Sĩ Arigatou,OEM,208.0,28,38000,27000,29
173635827,"Kệ Góc Nhà Tắm INOX 304/ Kệ Góc Dán Tường Nhà Tắm, Nhà Bếp Siêu Chắc Chắn - Tặng Kèm Tấm Dán - Hàng Chính Hãng",Kệ nhà tắm,249634.0,Homebox Store,JYooHome,277.0,835,130000,68000,48
53116344,Súng bắn keo nến silicon + Tặng 10 cây keo silicon nến,Súng bắn keo,5411.0,vinet shop,OEM,988.0,72,38700,38700,0
119309533,"Gối cao su non có gel lạnh Ema cho người lớn - Chống ngủ ngáy, giảm đau mỏi cổ vai gáy - Phòng ngừa thoái hóa đốt sống cổ - Phong cách Nhật Bản",Gối các loại,18299.0,Gối nêm Hi-Sleep Store,Ema,500.0,1726,650000,325000,50
141231743,Ruột Chăn Bông Trắng Everon Lite chuẩn 5 sao khách sạn,Chăn,2207.0,Everon Official Store,Everon Lite,413.0,127,750000,452000,40
110204562,Túi Lọc Rác Bồn Rửa Chén Bát JOYLOT - Túi Lưới Vải Tự Phân Huỷ Có Chun Miệng Túi - Mifan Hàng Chính Hãng,Phụ kiện nhà bếp khác,76621.0,Mifan Official Store,Joylot,548.0,1746,30000,17900,40
71518864,Nồi Decor Lock&Lock LDE1182IH (18cm) - Màu Kem,Nhà Cửa - Đời Sống,1.0,Tiki Trading,LocknLock,803.0,565,1043000,512000,51
89308474,Thước Dây Da Cuộn Deli - 1.5M - Hồng/ Xanh Lá/ Trắng/ Xanh Dương - 1 Chiếc - 79650,Thước đo các loại,113115.0,Deli Official Store,Deli,638.0,968,45000,25000,44
3677753,Bình Lọc Nước BRITA Flow Basic Blue - 8.2L (Kèm Maxtra Plus) - Hàng Chính Hãng,Nhà Cửa - Đời Sống,6916.0,BRITA VIỆT NAM,Brita,1605.0,3034,2249000,1499000,33
86263672,Nồi quánh chống dính đa năng Dr.Hows Poco,Nồi các loại,175722.0,Dr.HOWS Official,Dr.Hows,638.0,29,1750000,1750000,0
208411197,Đèn bắt muỗi Điện Quang ĐQ EML06L ,Nhà Cửa - Đời Sống,17490.0,Điện Quang Official Store,Điện Quang,27.0,1095,413400,289000,30
205973149,Đồng Hồ Để Bàn lật số cơ học Auto Flip Clock Retro Mac Setup Đồng hồ phong cách vintage cổ điển Sang Trọng chất liệu thép không gỉ,Đồng hồ để bàn,285488.0,Office Chill,OEM,47.0,42,540000,285000,47
199539210,"Dụng Cụ Làm Sạch Tôm Hai Đầu, Dao Làm Lòng Gà, Mổ Cá Cạo Vảy, Lột Bóc Vỏ Tôm, Cua Sò, Dụng Cụ Nhà Bếp Bằng Inox Không Gỉ",Phụ kiện nhà bếp khác,165627.0,LÊ THỊ HƯƠNG VIỆT BẢO TÍN,OEM,92.0,55,25000,13500,46
68279903,Nến Điện Tử Tim Lắc Cao Cấp Mô Phỏng Như Nến Sáp Tặng Kèm Pin,Nến trang trí & Phụ kiện,17480.0,Ghế Nam Việt,OEM,833.0,137,90000,90000,0
13619778,Đồng Hồ Treo Tường P1 (25cm) - Màu ngẫu nhiên,Đồng hồ treo tường,138330.0,TQT Decor,OEM,1367.0,4,80000,80000,0
205531604,"Set Thớt Kháng Khuẩn 5D, Chống Trơn Trượt 35x25 Cm - Hàng Nhập Khẩu",Thớt nhà bếp,193366.0,HOMES STORE,OEM,51.0,87,319000,169000,47
52774383,Đèn LED Đom Đóm Chipsbling Dùng Pin Năng Lượng Mặt Trời ,Đèn khác,291080.0,ShopAnZ,OEM,993.0,0,148999,148999,0
107063648,"Ly nhựa 2 lớp Lock&Lock HAP507 750ml - Hàng chính hãng, có ống hút, có nắp đậy - Tặng kèm cọ rửa",Ly,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,560.0,466,227000,119000,48
207336569,"BIG SIZE - Túi đựng quần áo chăn màn vải canvas chống thấm nước, Thùng giỏ đựng đồ đa năng gấp gọn tiện lợi - Hàng Chính Hãng JYoohome",Tủ,249634.0,Homebox Store,JYooHome,39.0,110,100000,58000,42
59318679,Bộ Ga Gối Cotton Tici Kẻ LIDACO Cao Cấp - Caro Nâu Nhạt - TẶNG 01 VỎ GỐI ÔM,Bộ ga,43482.0,Lidaco Official Store,LIDACO,874.0,504,238000,218000,8
68478297,Combo 2 Ron Thanh Nẹp Xốp Chèn Chắn Cửa Chống Bụi Côn Trùng Dài 90cm Legaxi,Khác,3196.0,Legaxi Official,Legaxi,828.0,3841,36000,36000,0
201112268,"Thảm Nhà Bếp Siêu Thấm Dễ Dàng Vệ Sinh, Thảm Silicon 4 Lớp NAVIVU",Thảm chùi chân,17480.0,Ghế Nam Việt,NAVIVU,81.0,53,129000,129000,0
22764290,Ghế Lùn Xếp Duy Tân - Giao Màu Ngẫu Nhiên,Nhà Cửa - Đời Sống,1.0,Tiki Trading,Duy Tân,1269.0,2828,59000,41000,31
173710560,"Cuộn Khăn Giấy Lau Đa Năng - Chất Liệu Rayon An Toàn - Lau Chén Đĩa , Lau Nhà Bếp..vv - Hàng Chính Hãng",Khăn,137411.0,Phụ Kiện Store 76,PaKaSa,276.0,135,70000,49000,30
72049662,"Combo 6 Túi Giặt Lưới Bảo Vệ Quần Áo, túi lưới mịn polyester bảo quản quần áo",Túi giặt,270513.0,HALOTA,OEM,796.0,1,150000,150000,0
3607659,Kéo cắt cành cây Nhật ,Dụng cụ làm vườn khác,298269.0,ThuyDungShop2002,OEM,1608.0,6,59000,59000,0
14895703,Bộ tua vít đa năng 32 đầu,Máy vặn vít,6351.0,Siêu Thị Linh Kiện,OEM,1343.0,2,52999,52999,0
202805092,"Bình Giữ Nhiệt 800ml Lock&Lock Vacuum Bottle LHC6180 - Hàng Chính Hãng, Bằng Thép Không Gỉ, Có Lưới Lọc Trà Bằng Inox, Mức Giữ Nhiệt Vượt Trội Tặng Kèm Ống Hút Inox",Nhà Cửa - Đời Sống,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,70.0,994,697000,369000,47
74296343,Chảo chiên Lock&Lock Handycook LHD1163 có tay cầm 16cm,Chảo các loại,1.0,Tiki Trading,LocknLock,749.0,855,220000,113000,49
70898819,Giấy ăn giấy gấu trúc Ycool -khăn giấy rút 300 tờ 1bịch 10 gói mẫu trắng,Phụ kiện nhà bếp khác,131980.0,Giấy ycool,ycool,777.0,1866,43000,43000,0
206473614,"Túi Vải Đa Năng Đựng Đồ Quần Áo, Chăn Ga Gối Màn Gấu Bông, Sách Vở Khéo Khoá Deli - Hộp Vải Đựng Đồ Khung Thép Chịu Lực Cao Cấp - Nhiều Size Kích Cỡ Lớn Nhỏ",Tủ,113115.0,Deli Official Store,Deli,44.0,71,135000,75000,44
128206072,"Bộ Cọ Nhà Vệ Sinh, Nhà Tắm Tự Động Không Dây Thông Minh 360 Độ Với 4 Đầu Cọ Thay Thế Tiện Lợi, Đơn Giản Và Dễ Dàng Sử Dụng",Bàn chải,291266.0,KandK12 Shop,OEM,454.0,4,520499,520499,0
167019283,"Đèn Pixar, Đèn Bàn Học Chống Cận Thị, Đèn Làm Việc Để Bàn Bảo Vệ Mắt - Hàng Chính Hãng - VinBuy",Đèn bàn,109746.0,VinBuy,VinBuy,303.0,244,360000,180000,50
120470959,Bình Nước Thuỷ Tinh Luminarc Arc 1.3L - LUBIG2662,Bình đựng nước,189048.0,Luminarc Official Store,Luminarc,493.0,281,111000,50000,55
198097413,Máy Xay Hạt Khô Tiêu Chuẩn Châu Âu Máy Xay Ngũ Cốc Mini Công Suất 300w Lưỡi Dao 6 Cánh Thân Máy Bằng Thép Không Gỉ - Hàng Loại 1 - Chính Hãng MINIIN,Dụng cụ xay,134678.0,Smarthome29,MINIIN,105.0,124,329000,164500,50
160278163,[COMBO] Trà Nam Mỹ Yerba Maté 180g vị Truyền thống + Cốc Gourd và ống hút Bombilla mới,Bình,202853.0,Matéa Yerba Maté,OEM,348.0,218,425000,425000,0
196530625,"Xô nước gấp gọn, xô đa năng vệ sinh nhà cửa, xô giặt lau nhà, chùi kính, xô ô tô Parroti Extra XT01",Bàn chải,96639.0,Parroti Store,Parroti,121.0,113,209000,145000,31
159971094,"Bộ 2 hộp vải đựng đồ 7 ngăn mã HQ2, Combo 2 hộp vải đựng quần áo chia ngăn gọn gàng tiện lợi chất vải Oxford cao cấp miDoctor",Tủ,34473.0,Danido Store,miDoctor,349.0,1028,250000,157600,37
36960736,Dây Đèn LED Trang Trí Bông Tuyết,Đèn khác,273325.0,Bách hóa tổng hợp 247,OEM,1173.0,1,88000,88000,0
94888985,Sọt Đựng Quần Áo Bẩn Túi Đựng Đồ Đa Năng,Giỏ đựng quần áo,17480.0,Ghế Nam Việt,OEM,614.0,250,95000,95000,0
141502984,"Sét 50 Chén(Bát) Giấy FEST BIO BOWL 350mlTHÁI LAN Hàng Nhập Khẩu Cao Cấp, Dùng Tốt Trong Lò Vi Sóng, Lò Nướng Dùng 1 Lần Tiện Lợi, An Toàn - CHÍNH HÃNG F012(Tặng Móc Khóa KETILO)",Tô,189298.0,KETI LO,FEST,412.0,234,115500,115500,0
37891224,"Súng bắn keo 20w, Tặng 10 keo nến 19cm",Súng bắn keo,5411.0,vinet shop,OEM,1167.0,483,39600,39600,0
101947582,Combo 2 Khăn Lau Đa Năng Siêu Thấm Nước,Khăn,277866.0,WFAST,OEM,586.0,5,6890,6890,0
90523892,"Ly Giữ Nhiệt Lock&Lock Energetic One Touch Tumbler LHC3249 (550ml) - Hàng Chính Hãng, Bằng Thép Không Gỉ Inox 316L, Nắp Mở Một Chạm, Tặng Ống Hút Và Cọ Rửa",Ly,38510.0,JoyMall LocknLock Chính Hãng,LocknLock,618.0,939,568000,289000,49
191911148,"Kệ sách gỗ xương rồng, kệ sách hình cây gỗ MDF cao cấp, chống mối mọt, đựng sách 8 ngăn 50x20x120 ND25",Tủ,275563.0,Tiệm Gia Dụng Tháng 5,OEM,167.0,96,220000,162500,26
73529777,"Kệ chén bát đa năng bằng thép carbon không gỉ, chống xước, sơn đen tĩnh điện, giá bát trên bồn rửa ráo nước cho nhà bếp sạch sẽ VANDO",Kệ nhà bếp,157549.0,Vando Official Store,VANDO,763.0,2564,690000,599000,13
4995493,"Thang Nhôm Rút Chữ A Sumika SK380D NEW - Chữ A cao 1.9m, chữ I cao 3.8m, tải trọng 300kg",Nhà Cửa - Đời Sống,1764.0,PGN Professional Equips & Cleaning,Sumika,1542.0,1425,2300000,1779000,23
195105079,Vỏ Áo Gối Ôm Tencel Thuần Việt Cao Cấp - Kích Thước 35x100cm - Mẫu Ngẫu Nhiên,Vỏ gối,56226.0,NỆM THUẦN VIỆT,Nệm Thuần Việt,141.0,102,214000,78000,64
35273810,"Keo vá tường,Keo trám vết nứt tường thông minh - Tặng kèm bộ dụng cụ",Khác,152674.0,nhaxinhxinh,OEM,1189.0,87,21400,21400,0
118315498,Dao gọt trái cây Tefal Comfort K2213504 9cm - Hàng chính hãng,Dao các loại,121435.0,Tefal Official Store - Chính hãng,Tefal,505.0,232,299000,188000,37
51737688,Túi Đựng Chăn Màn - Hộp Đựng Quần Áo Khung Sắt Gấp Gọn Amalife - Màu Ngẫu Nhiên,Nhà Cửa - Đời Sống,34473.0,Danido Store,Amalife,1009.0,4936,130000,88000,32
169208802,"Vỏ gối chất liệu Cotton 40x60, 50x70 mềm mại siêu rẻ cho khách sạn, phòng ngủ, phòng trọ",Vỏ gối,265861.0,Linh Trung Store,	OEM,298.0,709,30000,29500,2
75339729,"Chổi Quét Trần Nhà, Chổi Phất Trần Có Cán Điều Chỉnh Độ Dài KUNBE Quét Mạng Nhện, Lau Chùi Bụi Bẩn Trên Cao Tiện Dụng",Chổi,61513.0,chat24h,KUNBE,730.0,857,140000,86000,39
52053584,Chảo Tefal lòng sâu chống dính - So Chef G1358696 - hàng chính hãng,Chảo các loại,138278.0,AM MART,Tefal,1002.0,57,414000,345000,17
445730,Bếp Nướng Than Inox Prota P016 - Kèm Theo 1 Vỉ Nướng,Bếp nướng,1.0,Tiki Trading,Prota,2138.0,3004,159000,136000,14
183335881,"RÈM VẢI MÀU XANH DƯƠNG TRƠN CHỐNG NẮNG, NHIỀU KÍCH THƯỚC LỰA CHỌN",Rèm,282852.0,Monaco Luxury,OEM,218.0,69,75000,75000,0
53647975,"1 Gối Ôm thương hiệu A có khóa kéo - an toàn sức khỏe, không chứa chất độc hại - êm ái, mềm mịn",Gối các loại,2443.0,Shop Ánh Sao,A,980.0,1029,150000,123100,18
130385982,"Vòi hoa sen tăng áp  Luva VS4, tăng áp lực nước, hàng chính hãng",Vòi nước các loại,110489.0,Tiện Ích Công Nghệ Mới,Luva,442.0,227,199000,199000,0
122277622,"Gối dựa lưng cao su non có gai massage EMA cho dân văn phòng, lái xe, học sinh - Thế hệ thứ 3 nâng cấp gai massage độc đáo",Gối các loại,18299.0,Gối nêm Hi-Sleep Store,Ema,481.0,378,420000,210000,50
197115273,Gối Kê Cổ Chữ U Văn Phòng Bamozo Tiện Dụng Chống Mỏi Vai Gáy,Phụ kiện du lịch khác,71793.0,Bamozo Official,BAMOZO,119.0,62,169000,119000,30
59598451,"Miếng xốp bọc chân cửa chắn gió chống bụi, ngăn tiếng ồn, ngăn côn trùng 93 x 9.6cm",Nhà Cửa - Đời Sống,2225.0,chuyên giấy dán tường aqa,OEM,867.0,142,15199,15199,0
150567627,"Ruột Gối Ôm Lông Vũ Microfiber A 35x100cm - tặng kèm túi xách đựng gối sang trọng màu ngẫu nhiên - Tạo giấc ngủ bồng bềnh, an toàn sức khoẻ",Gối các loại,2443.0,Shop Ánh Sao,A,383.0,49,350000,210000,40
74935368,"Chuông Cửa Không Dây Thông Minh Besti , Chống Nước Khoảng Cách Sử Dụng Trong 300M - Hàng Chính Hãng",Nhà Cửa - Đời Sống,147879.0,Thanh Giàu,Besti,736.0,592,170000,170000,0
48716910,"6 cuộn Túi đựng rác gia đình, Bao đựng rác văn phòng tiện lợi 3 màu size trung 55x65",Túi đựng rác,92052.0,Phú Thành Phát,Titapha,1051.0,1233,95000,79000,17
148873333,"Sạc Thông Minh K65 3.7V 4.2V Sạc Các Loại Pin 14500, 18650 (Sạc tự ngắt, có đèn báo, không kèm pin)",Máy sạc pin,17480.0,Ghế Nam Việt,OEM,388.0,142,99000,99000,0
202229558,"Ổ cắm đa năng 4 trong 1, Sạc nhanh IQ 5V-3.4A có sạc tyc sạc usb, Chống cháy nổ tiện lợi.",Ổ cắm,200309.0,phụ kiện BO shop,OEM,74.0,57,299000,299000,0
69741184,"Thanh treo inox cao cấp không cần khoan tường, siêu chắc chắn, khả năng chịu tải cao HT07",Kệ nhà tắm,207207.0,Kho Hàng Gia Dụng TH 247,OEM,817.0,6,117000,117000,0
208525015,"Khuôn Giò Xào Inox, Khuôn Làm Giò 1-2 Kg Thiết Kế Mới",Khuôn làm bánh,316139.0,Smarthome24h,OEM,25.0,34,36900,36900,0
119790624,COMBO 2 Bẫy Chuột Tự Động Bập Bênh Siêu Nhạy Thiết Kế Nắp Lật Có Thể Tái Sử Dụng,Dụng cụ diệt côn trùng khác,192111.0,BHome6868,OEM,497.0,82,36000,30000,17
57243045,"Cuộn 10 Mét Ron Dán Khung Cửa Giảm Tiếng Ồn Va Đập, Ngăn Bụi, Ngăn Côn Trùng Size  4 mm 6 mm 8 mm 10 mm - Hàng Chính Hãng",Khác,54602.0,HUY HÙNG AFAST,3M,922.0,1023,99000,99000,0
25412653,Cây lăn bụi quần áo đa năng kèm 2 cục dự phòng,Cây lăn bụi,53713.0,linhkien1984,OEM,1244.0,11,24100,24100,0
77330041,"Bộ 04 chân đế cao su đa năng - HT SYS - Đế chống rung máy giặt - Đế chống ồn máy giặt, máy sấy,tủ lạnh, bàn ghế ",Phụ kiện giặt ủi khác,78619.0,Muasam247,HT SYS,698.0,201,66000,52000,21
98153708,"Chậu Gội Đầu Tại Giường KUNBE, Chậu Gội Đầu Tại Nhà Thông Minh Cho Mọi Người - Tặng Lược Massage Và Cốc Gội Đầu",Xô,61513.0,chat24h,KUNBE,590.0,665,350000,239000,32
52756206,1kg Túi Đựng Rác Tự Phân Hủy Sinh Học Gimex II (full size),Túi đựng rác,19256.0,Công ty TNHH LPS VINA,Túi ni lông tự phân hủy sinh học GIMEX II,989.0,2942,36000,36000,0
177780907,Nến thơm Candle Cup/Agaya - Hương Gỗ ĐÀ LẠT,Nến trang trí & Phụ kiện,159301.0,Thế giới mùi hương tự nhiên,Candle Cup,243.0,66,120000,120000,0
37164065,HỘP KEO VÁ TƯỜNG THÔNG MINH CHỐNG BONG TRÓC,Khác,5411.0,vinet shop,OEM,1168.0,215,18100,18100,0
10032000,Ổ cắm đa năng du lịch Adapter,Ổ cắm,6351.0,Siêu Thị Linh Kiện,OEM,1450.0,70,32000,32000,0
56400156,"Đèn LED Hình Ngôi Sao Trang Trí Giáng Sinh, Noel, Lễ Tết",Đèn khác,291080.0,ShopAnZ,OEM,937.0,3,32899,32899,0
73147684,"Thanh xốp gắn chân cửa chống kẹt chân cho bé, bịt khe hở, chắn gió, chặn côn trùng",Khác,2225.0,chuyên giấy dán tường aqa,OEM,775.0,45,14999,14999,0
51915247,Combo 200 túi lọc rác bồn rửa bát,Phụ kiện nhà bếp khác,6351.0,Siêu Thị Linh Kiện,OEM,1008.0,50,26996,26996,0
115506559,"Túi đựng rác dẻo dai bịch 5 cuộn, kích thước 45x50cm, có nhiều màu sắc phù hợp với mọi nhà",Túi đựng rác,67869.0,Zen,SHOFUKA,527.0,375,60000,41000,32
36629994,Pin Sạc Lithium 18650 3.7V  new,Pin tiểu,76796.0,Vietstore24h,OEM,1175.0,43,18500,18200,2
42491736,"Bút thử nước TDS, dụng cụ đo TDS, máy đo độ cứng của nước - Hàng chính hãng",Nhà Cửa - Đời Sống,8413.0,SMY (Tp.HCM),SMY,1137.0,1330,150000,145700,3
183038438,"Bình xịt tưới cây MONROVIA 2 lít, bán tự động, phun sương tưới cây cảnh, vòi dài, tặng vòi ngắn, màu xanh, tiêu chuẩn Châu Âu",Vòi nước và phụ kiện tưới cây,165121.0,Monrovia Official,Monrovia,223.0,72,169000,169000,0
163550425,"Nệm Bông Gòn Xuất Nhật, Nệm Trải Sàn Tiện Lợi, Đệm Văn Phòng Size 1m x 2m; 1.4m x 2m; 1.6m x 2m",Nệm,44079.0,Xưởng SX Nệm,FUKOJI,308.0,32,500000,392988,21
57867024,Bộ Lau Nhà Xoay 360 Độ Sunhouse Ks-Cl350PO,Nhà Cửa - Đời Sống,182530.0,GIADUNG TẤN PHÁT,Sunhouse,908.0,2,316599,316599,0
102488853,"Thùng Đựng Gạo Cao Cấp 5kg & 10kg - Thùng Đựng Gạo Nắp Đậy Thông Minh, Thiết Kế Hiện Đại & Đẹp Mắt, Chất Liệu ABS &PP An Toàn Chống Nước, Chống Ẩm Mốc, Mối Mọt - Hàng Nhập Khẩu",Khác,76589.0,TITANSTORE,ENCOVINA,583.0,1746,343500,215700,37
32328782,Phin Nhôm Cà Phê Tráng Men Đen Trung Nguyên  ,Bình,72479.0,Trung Nguyên Legend,Trung Nguyên,1206.0,1949,69000,69000,0
185004372,Ly Thủy Tinh Phong Cách Bắc Âu Đế Xoay 170ml - Navivu Rock Glass,Ly,17480.0,Ghế Nam Việt,NAVIVU,212.0,111,38000,38000,0
72527573,"Hộp Đựng Giấy Vệ Sinh Cao Cấp OENON Dán Tường, Hộp Đựng Giấy Đa Năng Có Thêm Ngăn Để Đồ Tiện Lợi - OENON",Kệ nhà tắm,72734.0,OENON,OENON,788.0,1591,320000,169000,47
51368456,"Bộ 6 thìa muỗng inox 304 DandiHome 2020 cao cấp, sang trọng, tinh tế",Nhà Cửa - Đời Sống,16347.0,DandiHome Việt Nam,DandiHome,1009.0,1116,210000,160000,24
182732848,"Đầu bàn chải điện thay thế, bàn chải điện Oral-B người lớn và trẻ em",Bàn chải,250543.0,Shop Konni Nguyễn Trãi,OEM,225.0,252,75000,66500,11
54460849,Bộ chăn ga gối cotton LIDACO PL1 - Caro Nâu (SP000661) - TẶNG VỎ GỐI ÔM,Bộ ga,43482.0,Lidaco Official Store,LIDACO,968.0,319,276000,251000,9
24184873,Ấm đun nước bằng inox 304 Smartcook 2.5L SM 3372,Nhà Cửa - Đời Sống,1.0,Tiki Trading,Elmich,1256.0,1022,375000,322000,14
